net,sta,seedchan,location,lat,lon,elev,samplerate,staname
"UO","ETON","HNE","","43.6409","-123.58076","36",,"Elkon Grade School Bus Garage, Elkton, OR, USA"
"UO","ETON","HNN","","43.6409","-123.58076","36",,"Elkon Grade School Bus Garage, Elkton, OR, USA"
"UO","ETON","HNZ","","43.6409","-123.58076","36",,"Elkon Grade School Bus Garage, Elkton, OR, USA"
"UO","KVCS","HNE","","44.69453","-123.43416","94",,"Kings Valley Charter School, Philomath, OR, USA"
"UO","KVCS","HNN","","44.69453","-123.43416","94",,"Kings Valley Charter School, Philomath, OR, USA"
"UO","KVCS","HNZ","","44.69453","-123.43416","94",,"Kings Valley Charter School, Philomath, OR, USA"
"UW","GUL","EHZ","","45.92401","-121.59675","1189",,"Guler Mt. previous ISC code: GULW"
"UW","QBOV","HNE","01","47.62231","-122.1976","57.4",,"Oxrieder Residence"
"UW","QBOV","HNN","01","47.62231","-122.1976","57.4",,"Oxrieder Residence"
"UW","QBOV","HNZ","01","47.62231","-122.1976","57.4",,"Oxrieder Residence"
"UW","HEBO","BHE","","45.2135","-123.75539","875",,"Mt. Hebo, OR CREST BB SMO"
"UW","HEBO","BHN","","45.2135","-123.75539","875",,"Mt. Hebo, OR CREST BB SMO"
"UW","HEBO","BHZ","","45.2135","-123.75539","875",,"Mt. Hebo, OR CREST BB SMO"
"UW","HEBO","ENE","","45.2135","-123.75539","875",,"Mt. Hebo, OR CREST BB SMO"
"UW","HEBO","ENN","","45.2135","-123.75539","875",,"Mt. Hebo, OR CREST BB SMO"
"UW","HEBO","ENZ","","45.2135","-123.75539","875",,"Mt. Hebo, OR CREST BB SMO"
"UW","HICC","ENE","","47.39012","-122.2979","115",,"Highline CC ANSS-SMO"
"UW","HICC","ENN","","47.39012","-122.2979","115",,"Highline CC ANSS-SMO"
"UW","HICC","ENZ","","47.39012","-122.2979","115",,"Highline CC ANSS-SMO"
"UW","JEDS","BHE","","43.75157","-124.04905","148",,"Reedsport, OR, USA"
"UW","JEDS","BHN","","43.75157","-124.04905","148",,"Reedsport, OR, USA"
"UW","JEDS","BHZ","","43.75157","-124.04905","148",,"Reedsport, OR, USA"
"UW","JEDS","ENE","","43.75157","-124.04905","148",,"Reedsport, OR, USA"
"UW","JEDS","ENN","","43.75157","-124.04905","148",,"Reedsport, OR, USA"
"UW","JEDS","ENZ","","43.75157","-124.04905","148",,"Reedsport, OR, USA"
"UW","JUN","EHZ","","46.14706","-122.15243","1049",,"June Lake previous ISC code: JLK"
"UW","JUN","ELZ","","46.14706","-122.15243","1049",,"June Lake previous ISC code: JLK"
"UW","KIMB","ENE","","47.5748","-122.3028","69",,"Kimball School ANSS-SMO"
"UW","KIMB","ENN","","47.5748","-122.3028","69",,"Kimball School ANSS-SMO"
"UW","KIMB","ENZ","","47.5748","-122.3028","69",,"Kimball School ANSS-SMO"
"UW","EARN","ENE","","47.7409","-122.0438","159",,"East Ridge ES ANSS-SMO"
"UW","KMO","EHZ","","45.63533","-123.49073","975",,"Kings Mt., Oregon previous ISC code: KMOR"
"UW","EARN","ENN","","47.7409","-122.0438","159",,"East Ridge ES ANSS-SMO"
"UW","EARN","ENZ","","47.7409","-122.0438","159",,"East Ridge ES ANSS-SMO"
"UW","BLT","EHZ","","45.915","-120.17699","659",,"Bickleton, WA"
"UW","ET4","EHZ","","46.56342","-118.94511","236",,"Eltopia4, WA, USA"
"UW","PAT2","EHZ","","45.88362","-119.75775","259",,"Paterson 2, WA"
"UW","RCM","EHZ","","46.83564","-121.73298","3085",,"Mt. Rainier, Camp Muir"
"UW","RCM","EH1","","46.83564","-121.73298","3085",,"Mt. Rainier, Camp Muir"
"UW","RCM","EH2","","46.83564","-121.73298","3085",,"Mt. Rainier, Camp Muir"
"UW","HSR","EHZ","","46.17428","-122.18065","1720",,"South Ridge, Mt. St. Helens"
"UW","HSR","ELZ","","46.17428","-122.18065","1720",,"South Ridge, Mt. St. Helens"
"UW","HTW","EHZ","","47.80377","-121.76887","833",,"Haystack Lookout"
"UW","JBO","EHZ","","45.46143","-119.83816","645",,"Jordan Butte, Oregon"
"UW","JCW","EHZ","","48.19533","-121.92746","792",,"Jim Creek"
"UW","NAC","EHZ","","46.73301","-120.82485","728",,"Naches"
"UW","WIW","EHZ","","46.42919","-119.2888","128",,"Wooded Island"
"UW","UMPQ","ENE","","43.2909","-123.3319","162",,"Umpqua Community College, OR, DOGAMI SMO"
"UW","UMPQ","ENN","","43.2909","-123.3319","162",,"Umpqua Community College, OR, DOGAMI SMO"
"UW","UMPQ","ENZ","","43.2909","-123.3319","162",,"Umpqua Community College, OR, DOGAMI SMO"
"UW","UMPQ","EHZ","","43.2909","-123.3319","162",,"Umpqua Community College, OR, DOGAMI SMO"
"UW","LO2","EHZ","","46.7506","-121.8096","853",,"Longmire short period"
"UW","LOC","EHZ","","46.71686","-119.43197","210",,"Locke Island previous ISC code: LOCW"
"UW","WRD","EHZ","","46.96986","-119.14596","375",,"Warden"
"UW","WPO","EHZ","","45.57283","-122.790527","334",,"West Portland, OR"
"UW","QAMI","HNN","01","45.52561","-122.97613","57",,"Birchwood Dr. Hillsboro, OR"
"UW","QAMI","HNE","01","45.52561","-122.97613","57",,"Birchwood Dr. Hillsboro, OR"
"UW","QAMI","HNZ","01","45.52561","-122.97613","57",,"Birchwood Dr. Hillsboro, OR"
"UW","QARB","HNE","01","47.64031","-122.29381","13",,"UW Arboretum, Seattle, WA"
"UW","QARB","HNN","01","47.64031","-122.29381","13",,"UW Arboretum, Seattle, WA"
"UW","QARB","HNZ","01","47.64031","-122.29381","13",,"UW Arboretum, Seattle, WA"
"UW","QBRO","HNE","01","48.07397","-122.12118","96",,"81st Dr NE,  Marysville, WA"
"UW","QBRO","HNN","01","48.07397","-122.12118","96",,"81st Dr NE,  Marysville, WA"
"UW","QBRO","HNZ","01","48.07397","-122.12118","96",,"81st Dr NE,  Marysville, WA"
"UW","QBUS","HNE","01","48.23098","-122.20043","50",,"258th NE, Arlington, WA"
"UW","QBUS","HNN","01","48.23098","-122.20043","50",,"258th NE, Arlington, WA"
"UW","QBUS","HNZ","01","48.23098","-122.20043","50",,"258th NE, Arlington, WA"
"UW","QCDG","HNE","01","48.10002","-122.58696","52",,"Bakken Rd. Greenback, WA"
"UW","QCDG","HNN","01","48.10002","-122.58696","52",,"Bakken Rd. Greenback, WA"
"UW","QCDG","HNZ","01","48.10002","-122.58696","52",,"Bakken Rd. Greenback, WA"
"UW","QCEN","HNE","01","46.71635","-122.9619","55",,"Centralia College Blv, Centralia, WA"
"UW","QCEN","HNN","01","46.71635","-122.9619","55",,"Centralia College Blv, Centralia, WA"
"UW","QCEN","HNZ","01","46.71635","-122.9619","55",,"Centralia College Blv, Centralia, WA"
"UW","QCMM","HNE","01","47.28638","-122.50765","89",,"Baltimore St., Tacoma, WA"
"UW","QCMM","HNN","01","47.28638","-122.50765","89",,"Baltimore St., Tacoma, WA"
"UW","QCMM","HNZ","01","47.28638","-122.50765","89",,"Baltimore St., Tacoma, WA"
"UW","QCOM","HNE","01","47.61823","-122.33357","87",,"Minor Ave, Seattle, WA"
"UW","QCOM","HNN","01","47.61823","-122.33357","87",,"Minor Ave, Seattle, WA"
"UW","QCOM","HNZ","01","47.61823","-122.33357","87",,"Minor Ave, Seattle, WA"
"UW","KOS","EHZ","","46.4628","-122.19602","610",,"Kosmos previous ISC code: KOSW"
"UW","WPO","ENE","","45.57283","-122.790527","334",,"West Portland, OR"
"UW","WPO","ENN","","45.57283","-122.790527","334",,"West Portland, OR"
"UW","WPO","ENZ","","45.57283","-122.790527","334",,"West Portland, OR"
"UW","WPO","HNE","","45.57283","-122.790527","334",,"West Portland, OR"
"UW","WPO","HNN","","45.57283","-122.790527","334",,"West Portland, OR"
"UW","WPO","HNZ","","45.57283","-122.790527","334",,"West Portland, OR"
"UW","WPO","HNE","20","45.57283","-122.790527","334",,"West Portland, OR"
"UW","WPO","HNN","20","45.57283","-122.790527","334",,"West Portland, OR"
"UW","WPO","HNZ","20","45.57283","-122.790527","334",,"West Portland, OR"
"UW","GBB","ENE","","46.608688","-119.628983","185",,"GBB, Hanford, WA, USA"
"UW","GBB","ENN","","46.608688","-119.628983","185",,"GBB, Hanford, WA, USA"
"UW","GBB","ENZ","","46.608688","-119.628983","185",,"GBB, Hanford, WA, USA"
"UW","GBB","HHE","","46.608688","-119.628983","185",,"GBB, Hanford, WA, USA"
"UW","GBB","HHN","","46.608688","-119.628983","185",,"GBB, Hanford, WA, USA"
"UW","GBB","HHZ","","46.608688","-119.628983","185",,"GBB, Hanford, WA, USA"
"PB","B014","EH1","","47.5133","-123.8125","64.7",,"quinlt014bwa2008, Olympic NP, WA, USA"
"PB","B014","EH2","","47.5133","-123.8125","64.7",,"quinlt014bwa2008, Olympic NP, WA, USA"
"PB","B014","EHZ","","47.5133","-123.8125","64.7",,"quinlt014bwa2008, Olympic NP, WA, USA"
"PB","B017","EH1","","46.996","-123.5575","33.9",,"flinkm017bwa2007, Montesano, WA, USA"
"PB","B017","EH2","","46.996","-123.5575","33.9",,"flinkm017bwa2007, Montesano, WA, USA"
"PB","B017","EHZ","","46.996","-123.5575","33.9",,"flinkm017bwa2007, Montesano, WA, USA"
"PB","B018","EH1","","46.9795","-123.0203","10",,"delphi018bor2006, Delphi,  OR, USA"
"PB","B018","EH2","","46.9795","-123.0203","10",,"delphi018bor2006, Delphi,  OR, USA"
"PB","B018","EHZ","","46.9795","-123.0203","10",,"delphi018bor2006, Delphi,  OR, USA"
"PB","B019","EH1","","46.6527","-123.6518","9",,"waldrf019bwa2008, Raymond, WA, USA"
"PB","B019","EH2","","46.6527","-123.6518","9",,"waldrf019bwa2008, Raymond, WA, USA"
"PB","B019","EHZ","","46.6527","-123.6518","9",,"waldrf019bwa2008, Raymond, WA, USA"
"PB","B020","EH1","","46.3827","-123.8445","31.2",,"wirkla020bwa2008, Naselle, WA, USA"
"PB","B020","EH2","","46.3827","-123.8445","31.2",,"wirkla020bwa2008, Naselle, WA, USA"
"PB","B020","EHZ","","46.3827","-123.8445","31.2",,"wirkla020bwa2008, Naselle, WA, USA"
"PB","B022","EH1","","45.95461","-123.931049","10",,"seaside22bor2006, OR, USA"
"PB","B022","EH2","","45.95461","-123.931049","10",,"seaside22bor2006, OR, USA"
"PB","B022","EHZ","","45.95461","-123.931049","10",,"seaside22bor2006, OR, USA"
"PB","B023","EH1","","46.1112","-123.0787","177.4",,"cataln023bor2008, Claskanie, OR, USA"
"PB","B023","EH2","","46.1112","-123.0787","177.4",,"cataln023bor2008, Claskanie, OR, USA"
"PB","B023","EHZ","","46.1112","-123.0787","177.4",,"cataln023bor2008, Claskanie, OR, USA"
"PB","B024","EH1","","45.6378","-123.8558","37.7",,"kuntza024bor2006, Portland, OR, USA"
"PB","B024","EH2","","45.6378","-123.8558","37.7",,"kuntza024bor2006, Portland, OR, USA"
"PB","B024","EHZ","","45.6378","-123.8558","37.7",,"kuntza024bor2006, Portland, OR, USA"
"PB","B026","EH1","","45.309351","-123.823049","232",,"roosbc026bor2007, Portland, OR, USA"
"PB","B026","EH2","","45.309351","-123.823049","232",,"roosbc026bor2007, Portland, OR, USA"
"PB","B026","EHZ","","45.309351","-123.823049","232",,"roosbc026bor2007, Portland, OR, USA"
"NN","ORC","EHZ","","37.635334","-118.655998","2301",,"Owens River Ca."
"UW","ETW","EHZ","","47.60418","-120.33352","1477",,"Entiat"
"UW","STAR","EHE","","46.85085","-121.79295","3365",,"St. Andrews Rock, Mt. Rainier, WA"
"UW","STAR","EHE","01","46.85085","-121.79295","3365",,"St. Andrews Rock, Mt. Rainier, WA"
"UW","STAR","EHN","","46.85085","-121.79295","3365",,"St. Andrews Rock, Mt. Rainier, WA"
"UW","STAR","EHN","01","46.85085","-121.79295","3365",,"St. Andrews Rock, Mt. Rainier, WA"
"UW","STAR","EHZ","","46.85085","-121.79295","3365",,"St. Andrews Rock, Mt. Rainier, WA"
"UW","STAR","EHZ","01","46.85085","-121.79295","3365",,"St. Andrews Rock, Mt. Rainier, WA"
"UW","STAR","ELZ","","46.85085","-121.79295","3365",,"St. Andrews Rock, Mt. Rainier, WA"
"UW","STAR","ELZ","01","46.85085","-121.79295","3365",,"St. Andrews Rock, Mt. Rainier, WA"
"PB","B028","EH1","","44.493667","-122.963833","140",,"lester028bor2007, Albany, OR, USA"
"PB","B028","EH2","","44.493667","-122.963833","140",,"lester028bor2007, Albany, OR, USA"
"PB","B028","EHZ","","44.493667","-122.963833","140",,"lester028bor2007, Albany, OR, USA"
"PB","B030","EH1","","43.9713","-122.7717","263.6",,"pattrs030bor2007, Springfield, OR, USA"
"PB","B030","EH2","","43.9713","-122.7717","263.6",,"pattrs030bor2007, Springfield, OR, USA"
"PB","B030","EHZ","","43.9713","-122.7717","263.6",,"pattrs030bor2007, Springfield, OR, USA"
"PB","B031","EH1","","43.6643","-123.3967","71",,"hergrt031bor2007, Hergert, OR, USA"
"PB","B031","EH2","","43.6643","-123.3967","71",,"hergrt031bor2007, Hergert, OR, USA"
"PB","B031","EHZ","","43.6643","-123.3967","71",,"hergrt031bor2007, Hergert, OR, USA"
"PB","B032","EH1","","43.668","-123.3923","63.8",,"hergrt032bor2007, Hergert, OR, USA"
"PB","B032","EH2","","43.668","-123.3923","63.8",,"hergrt032bor2007, Hergert, OR, USA"
"PB","B032","EHZ","","43.668","-123.3923","63.8",,"hergrt032bor2007, Hergert, OR, USA"
"PB","B033","EH1","","43.2917","-123.1245","312.1",,"vanvlk033bor2007, Glide, OR, USA"
"PB","B033","EH2","","43.2917","-123.1245","312.1",,"vanvlk033bor2007, Glide, OR, USA"
"PB","B033","EHZ","","43.2917","-123.1245","312.1",,"vanvlk033bor2007, Glide, OR, USA"
"PB","B035","EH1","","42.503514","-123.383419","370",,"grants035bor2006, OR, USA"
"PB","B035","EH2","","42.503514","-123.383419","370",,"grants035bor2006, OR, USA"
"PB","B035","EHZ","","42.503514","-123.383419","370",,"grants035bor2006, OR, USA"
"PB","B036","EH1","","42.505833","-123.381667","315.3",,"grants036bor2007, Grant's Pass, OR, USA"
"PB","B036","EH2","","42.505833","-123.381667","315.3",,"grants036bor2007, Grant's Pass, OR, USA"
"PB","B036","EHZ","","42.505833","-123.381667","315.3",,"grants036bor2007, Grant's Pass, OR, USA"
"PB","B040","EH1","","41.8308","-122.4205","819.5",,"yorkmn040bcn2007, Montague, CA, USA"
"PB","B040","EH2","","41.8308","-122.4205","819.5",,"yorkmn040bcn2007, Montague, CA, USA"
"PB","B040","EHZ","","41.8308","-122.4205","819.5",,"yorkmn040bcn2007, Montague, CA, USA"
"PB","B201","EH1","","46.3033","-122.2648","990",,"coldwt201bwa2007, Mt St Helens, WA, USA"
"PB","B201","EH2","","46.3033","-122.2648","990",,"coldwt201bwa2007, Mt St Helens, WA, USA"
"PB","B201","EHZ","","46.3033","-122.2648","990",,"coldwt201bwa2007, Mt St Helens, WA, USA"
"PB","B202","EH1","","46.2447","-122.1367","1218.6",,"windyr202bwa2007, Mt St Helens, WA, USA"
"PB","B202","EH2","","46.2447","-122.1367","1218.6",,"windyr202bwa2007, Mt St Helens, WA, USA"
"PB","B202","EHZ","","46.2447","-122.1367","1218.6",,"windyr202bwa2007, Mt St Helens, WA, USA"
"PB","B203","EH1","","46.169","-122.333667","814.4",,"quarry203bwa2007, Mount Saint Helens, WA, USA"
"PB","B203","EH2","","46.169","-122.333667","814.4",,"quarry203bwa2007, Mount Saint Helens, WA, USA"
"PB","B203","EHZ","","46.169","-122.333667","814.4",,"quarry203bwa2007, Mount Saint Helens, WA, USA"
"PB","B204","EH1","","46.136","-122.169","784.2",,"marble204bwa2007, Mt St Helens, WA, USA"
"PB","B204","EH2","","46.136","-122.169","784.2",,"marble204bwa2007, Mt St Helens, WA, USA"
"PB","B204","EHZ","","46.136","-122.169","784.2",,"marble204bwa2007, Mt St Helens, WA, USA"
"PB","B926","EH1","","48.8202","-124.1312","191.6",,"cowich926bbc2007, Port Renfrew, BC, Canada"
"PB","B926","EH2","","48.8202","-124.1312","191.6",,"cowich926bbc2007, Port Renfrew, BC, Canada"
"PB","B926","EHZ","","48.8202","-124.1312","191.6",,"cowich926bbc2007, Port Renfrew, BC, Canada"
"PB","B927","EH1","","49.2188","-124.8113","39",,"albern927bbc2007, Port Alberni, BC, USA"
"PB","B927","EH2","","49.2188","-124.8113","39",,"albern927bbc2007, Port Alberni, BC, USA"
"PB","B927","EHZ","","49.2188","-124.8113","39",,"albern927bbc2007, Port Alberni, BC, USA"
"PB","B928","EH1","","48.8337","-125.1345","9.5",,"bamfld928bbc2007, Bamfield, BC, Canada"
"PB","B928","EH2","","48.8337","-125.1345","9.5",,"bamfld928bbc2007, Bamfield, BC, Canada"
"PB","B928","EHZ","","48.8337","-125.1345","9.5",,"bamfld928bbc2007, Bamfield, BC, Canada"
"PB","B941","EH1","","46.9868","-122.219","151",,"kapows941bwa2008, Kapowsin, WA, USA"
"PB","B941","EH2","","46.9868","-122.219","151",,"kapows941bwa2008, Kapowsin, WA, USA"
"PB","B941","EHZ","","46.9868","-122.219","151",,"kapows941bwa2008, Kapowsin, WA, USA"
"PB","B943","EH1","","47.8132","-122.9113","84.2",,"pnycrk943bwa2008, Seattle, WA, USA"
"PB","B943","EH2","","47.8132","-122.9113","84.2",,"pnycrk943bwa2008, Seattle, WA, USA"
"PB","B943","EHZ","","47.8132","-122.9113","84.2",,"pnycrk943bwa2008, Seattle, WA, USA"
"UW","BPO","EHZ","","44.65175","-121.68984","1957",,"Bald Peter, Oregon"
"UW","GRE","HNN","","47.67223","-122.336511","63",,"Greenlake, Seattle, WA"
"UW","GRE","HNZ","","47.67223","-122.336511","63",,"Greenlake, Seattle, WA"
"UW","BRAN","BHE","","45.9734","-117.2277","1136",,"Beach Ranch, Enterprise, OR, USA"
"UW","BRAN","BHN","","45.9734","-117.2277","1136",,"Beach Ranch, Enterprise, OR, USA"
"UW","BRAN","BHZ","","45.9734","-117.2277","1136",,"Beach Ranch, Enterprise, OR, USA"
"UW","SCC","ENE","","47.74965","-122.36105","147",,"Shoreline CC ANSS-SMO"
"UW","SCC","ENN","","47.74965","-122.36105","147",,"Shoreline CC ANSS-SMO"
"UW","SCC","ENZ","","47.74965","-122.36105","147",,"Shoreline CC ANSS-SMO"
"UW","GRE","HNE","","47.67223","-122.336511","63",,"Greenlake, Seattle, WA"
"UW","BABR","BHE","","44.62132","-123.78924","418",,"Baber Butte, OR, USA"
"UW","BABR","BHN","","44.62132","-123.78924","418",,"Baber Butte, OR, USA"
"UW","BABR","BHZ","","44.62132","-123.78924","418",,"Baber Butte, OR, USA"
"UW","BABR","ENE","","44.62132","-123.78924","418",,"Baber Butte, OR, USA"
"UW","BABR","ENN","","44.62132","-123.78924","418",,"Baber Butte, OR, USA"
"UW","BABR","ENZ","","44.62132","-123.78924","418",,"Baber Butte, OR, USA"
"UW","LRIV","BHE","","48.0575","-123.504","293.8",,"Port Angeles, WA, USA"
"UW","LRIV","BHN","","48.0575","-123.504","293.8",,"Port Angeles, WA, USA"
"UW","LRIV","BHZ","","48.0575","-123.504","293.8",,"Port Angeles, WA, USA"
"UW","LRIV","ENE","","48.0575","-123.504","293.8",,"Port Angeles, WA, USA"
"UW","LRIV","ENN","","48.0575","-123.504","293.8",,"Port Angeles, WA, USA"
"UW","LRIV","ENZ","","48.0575","-123.504","293.8",,"Port Angeles, WA, USA"
"UW","VLL","EHZ","","45.46317","-121.68035","1195",,"Laurance Lk., Oregon"
"UW","SOS","EHZ","","46.24386","-122.13787","1270",,"Source of Smith Creek previous ISC code: SOSW"
"UW","SP2","BHE","","47.55629","-122.24923","30",,"Seward Park, Seattle SMO-IDS24 BB(7/97)"
"UW","SP2","BHN","","47.55629","-122.24923","30",,"Seward Park, Seattle SMO-IDS24 BB(7/97)"
"UW","SP2","BHZ","","47.55629","-122.24923","30",,"Seward Park, Seattle SMO-IDS24 BB(7/97)"
"UW","SP2","ENE","","47.55629","-122.24923","30",,"Seward Park, Seattle SMO-IDS24 BB(7/97)"
"UW","SP2","ENN","","47.55629","-122.24923","30",,"Seward Park, Seattle SMO-IDS24 BB(7/97)"
"UW","DAVN","BHE","","47.8006","-118.2741","495",,"Chrisman Ranch, Davenport, WA, USA"
"UW","DAVN","BHN","","47.8006","-118.2741","495",,"Chrisman Ranch, Davenport, WA, USA"
"UW","DAVN","BHZ","","47.8006","-118.2741","495",,"Chrisman Ranch, Davenport, WA, USA"
"UW","SP2","ENZ","","47.55629","-122.24923","30",,"Seward Park, Seattle SMO-IDS24 BB(7/97)"
"UW","TOLT","BHE","","47.6947","-121.6895","541",,"Tolt Res, WA old TA-C05A"
"UW","TOLT","BHN","","47.6947","-121.6895","541",,"Tolt Res, WA old TA-C05A"
"UW","TOLT","BHZ","","47.6947","-121.6895","541",,"Tolt Res, WA old TA-C05A"
"UW","TOLT","ENE","","47.6947","-121.6895","541",,"Tolt Res, WA old TA-C05A"
"UW","TOLT","ENN","","47.6947","-121.6895","541",,"Tolt Res, WA old TA-C05A"
"UW","TOLT","ENZ","","47.6947","-121.6895","541",,"Tolt Res, WA old TA-C05A"
"UW","COOS","HNZ","","43.39566","-124.25334","34",,"CoosBay, OR, USA"
"UW","RNO","EHZ","","43.9162","-123.72496","850",,"Roman Nose, Oregon"
"UW","COOS","HNE","","43.39566","-124.25334","34",,"CoosBay, OR, USA"
"UW","COOS","HNN","","43.39566","-124.25334","34",,"CoosBay, OR, USA"
"UW","IONE","EHZ","","45.49803","-119.82783","317",,"Ione Community Charter School, Ione, OR, USA"
"UW","IONE","ENE","","45.49803","-119.82783","317",,"Ione Community Charter School, Ione, OR, USA"
"UW","IONE","ENN","","45.49803","-119.82783","317",,"Ione Community Charter School, Ione, OR, USA"
"UW","IONE","ENZ","","45.49803","-119.82783","317",,"Ione Community Charter School, Ione, OR, USA"
"UW","IONE","HNE","","45.49803","-119.82783","317",,"Ione Community Charter School, Ione, OR, USA"
"UW","IONE","HNN","","45.49803","-119.82783","317",,"Ione Community Charter School, Ione, OR, USA"
"UW","IONE","HNZ","","45.49803","-119.82783","317",,"Ione Community Charter School, Ione, OR, USA"
"NV","NC89","HHE","","48.6705","-126.8488","-1258",,"Node ODP1089, BC"
