metric_name,metric_description,metric_unit,ds_name,ds_description,net,sta,loc,chan,value,starttime,endtime,lat,lon,elev
"snr20_5cm","Number of spikes with SNR > 20 and amplitude exceeding 5 cm/s^2 using filterd acceleration data.
","integer","IRIS","IRIS DMC","UO","DFAZ ","--","ENE","0","2018-02-01 04:00:00","2018-02-01 05:00:00","43.240601","-122.109299","1948"
"pow50sec","Power at 50 seconds.
","dB","IRIS","IRIS DMC","UO","DFAZ ","--","ENE","-177.393","2018-02-01 04:00:00","2018-02-01 05:00:00","43.240601","-122.109299","1948"
"pow30sec","Power at 30 seconds.
","dB","IRIS","IRIS DMC","UO","DFAZ ","--","ENE","-172.461","2018-02-01 04:00:00","2018-02-01 05:00:00","43.240601","-122.109299","1948"
"pow20sec","Power at 20 seconds.
","dB","IRIS","IRIS DMC","UO","DFAZ ","--","ENE","-163.114","2018-02-01 04:00:00","2018-02-01 05:00:00","43.240601","-122.109299","1948"
"pow12sec","Power at 12 seconds.
","dB","IRIS","IRIS DMC","UO","DFAZ ","--","ENE","-149.406","2018-02-01 04:00:00","2018-02-01 05:00:00","43.240601","-122.109299","1948"
"pow10sec","Power at 10 seconds.
","dB","IRIS","IRIS DMC","UO","DFAZ ","--","ENE","-142.85","2018-02-01 04:00:00","2018-02-01 05:00:00","43.240601","-122.109299","1948"
"pow5sec","Power at 5 seconds.
","dB","IRIS","IRIS DMC","UO","DFAZ ","--","ENE","-119.171","2018-02-01 04:00:00","2018-02-01 05:00:00","43.240601","-122.109299","1948"
"pow1Hz","Power at 1 Hertz.
","dB","IRIS","IRIS DMC","UO","DFAZ ","--","ENE","-149.674","2018-02-01 04:00:00","2018-02-01 05:00:00","43.240601","-122.109299","1948"
"pow5Hz","Power at 5 Hertz.
","dB","IRIS","IRIS DMC","UO","DFAZ ","--","ENE","-141.986","2018-02-01 04:00:00","2018-02-01 05:00:00","43.240601","-122.109299","1948"
"pow10Hz","Power at 10 Hertz.
","dB","IRIS","IRIS DMC","UO","DFAZ ","--","ENE","-139.687","2018-02-01 04:00:00","2018-02-01 05:00:00","43.240601","-122.109299","1948"
"pow20Hz","Power at 20 Hertz.
","dB","IRIS","IRIS DMC","UO","DFAZ ","--","ENE","-132.287","2018-02-01 04:00:00","2018-02-01 05:00:00","43.240601","-122.109299","1948"
"pow50Hz","Power at 50 Hertz.
","dB","IRIS","IRIS DMC","UO","DFAZ ","--","ENE","-124.026","2018-02-01 04:00:00","2018-02-01 05:00:00","43.240601","-122.109299","1948"
"NoiseFloorAcc","Range the 2nd to 98th percentile of sorted acceleration amplitudes which approximates median envelope amplitude.
","cm/s^2","IRIS","IRIS DMC","UO","DFAZ ","--","ENE","1.07940141262e-06","2018-02-01 04:00:00","2018-02-01 05:00:00","43.240601","-122.109299","1948"
"NoiseFloorVel","Range of the 2nd to 98th percentile of sorted velocity amplitudes which approximates median envelope amplitude.
","cm/s","IRIS","IRIS DMC","UO","DFAZ ","--","ENE","2.77755469177e-07","2018-02-01 04:00:00","2018-02-01 05:00:00","43.240601","-122.109299","1948"
"rawrange","Range in counts.
","counts","IRIS","IRIS DMC","UO","DFAZ ","--","ENE","2718","2018-02-01 04:00:00","2018-02-01 05:00:00","43.240601","-122.109299","1948"
"rawmean","Mean.
","counts","IRIS","IRIS DMC","UO","DFAZ ","--","ENE","126.368726179","2018-02-01 04:00:00","2018-02-01 05:00:00","43.240601","-122.109299","1948"
"rawrms","RMS.
","counts","IRIS","IRIS DMC","UO","DFAZ ","--","ENE","200.346966363","2018-02-01 04:00:00","2018-02-01 05:00:00","43.240601","-122.109299","1948"
"rawmin","Minimum amplitude.
","counts","IRIS","IRIS DMC","UO","DFAZ ","--","ENE","-1581","2018-02-01 04:00:00","2018-02-01 05:00:00","43.240601","-122.109299","1948"
"rawmax","Maximum amplitude.
","counts","IRIS","IRIS DMC","UO","DFAZ ","--","ENE","1137","2018-02-01 04:00:00","2018-02-01 05:00:00","43.240601","-122.109299","1948"
"segmentshort","Duration of the shortest segment.
","s","IRIS","IRIS DMC","UO","DFAZ ","--","ENE","3605.06","2018-02-01 04:00:00","2018-02-01 05:00:00","43.240601","-122.109299","1948"
"segmentlong","Duration of the longest segment.
","s","IRIS","IRIS DMC","UO","DFAZ ","--","ENE","3605.06","2018-02-01 04:00:00","2018-02-01 05:00:00","43.240601","-122.109299","1948"
"pctavailable","Percentage of data returned of data requested.
","percent","IRIS","IRIS DMC","UO","DFAZ ","--","ENE","100.001664355","2018-02-01 04:00:00","2018-02-01 05:00:00","43.240601","-122.109299","1948"
"ngaps","Number of gaps.
","integer","IRIS","IRIS DMC","UO","DFAZ ","--","ENE","0","2018-02-01 04:00:00","2018-02-01 05:00:00","43.240601","-122.109299","1948"
"RMSduration_0p01cm","Total duration of RMS acceleration amplitude exceeding 0.01 cm/s^2 using a 5 sec RMS window.
","s","IRIS","IRIS DMC","UO","DFAZ ","--","ENE","0","2018-02-01 04:00:00","2018-02-01 05:00:00","43.240601","-122.109299","1948"
"RMSduration_0p035cm","Total duration of RMS acceleration amplitude exceeding 0.035 cm/s^2 using a 5 sec RMS window (ShakeAlert station acceptance threshold).
","s","IRIS","IRIS DMC","UO","DFAZ ","--","ENE","0","2018-02-01 04:00:00","2018-02-01 05:00:00","43.240601","-122.109299","1948"
"RMSduration_0p1cm","Total duration of RMS acceleration amplitude exceeding 0.1 cm/s^2 using a 5 sec RMS window.
","s","IRIS","IRIS DMC","UO","DFAZ ","--","ENE","0","2018-02-01 04:00:00","2018-02-01 05:00:00","43.240601","-122.109299","1948"
"RMSduration_1cm","Total duration of RMS acceleration amplitude exceeding 1 cm/s^2 using a 5 sec RMS window.
","s","IRIS","IRIS DMC","UO","DFAZ ","--","ENE","0","2018-02-01 04:00:00","2018-02-01 05:00:00","43.240601","-122.109299","1948"
